mandante,societa,conto,importo,data
130,1000,E.2.01.01.01.010,138544.10,2015-05-26
130,1000,E.2.01.01.01.010,138544.10,2015-06-30
130,1000,E.2.01.01.03.002,266.16,2015-05-26
130,1000,E.2.01.01.03.002,1245.76,2015-10-28
130,1000,E.2.01.01.03.002,1932.29,2015-11-23
130,1000,E.2.01.01.03.002,25.92,2015-11-25
130,1000,E.2.01.01.03.002,991.00,2015-12-09
130,1000,E.2.01.01.04.001,10942774.30,2015-01-15
130,1000,E.2.01.01.04.001,15000000.00,2015-01-21
130,1000,E.2.01.01.04.001,5613038.73,2015-03-26
130,1000,E.2.01.01.04.001,15000000.00,2015-06-17
130,1000,E.2.01.01.04.001,15000000.00,2015-09-22
130,1000,E.2.01.01.04.001,4204500.00,2015-12-22
130,1000,E.2.01.02.01.001,459.45,2015-02-02
130,1000,E.2.01.02.01.001,303516.50,2015-06-22
130,1000,E.2.01.02.01.001,1635.17,2015-06-23
130,1000,E.2.01.02.01.001,4107.40,2015-07-23
130,1000,E.2.01.02.01.001,8659.04,2015-08-03
130,1000,E.2.01.02.01.001,176.30,2015-11-04
130,1000,E.3.01.03.01.003,19499.40,2015-07-29
130,1000,E.3.01.03.01.003,6499.80,2015-10-19
130,1000,E.3.03.03.04.001,186.34,2015-02-18
130,1000,E.3.03.03.04.001,186.83,2015-04-20
130,1000,E.3.03.03.04.001,210.40,2015-07-09
130,1000,E.3.03.03.04.001,211.61,2015-10-19
130,1000,E.3.05.01.01.001,915.00,2015-07-16
130,1000,E.3.05.01.01.999,1091.77,2015-06-16
130,1000,E.3.05.02.03.004,901.27,2015-04-10
130,1000,E.3.05.02.03.004,95.70,2015-04-15
130,1000,E.3.05.02.03.004,728.43,2015-04-20
130,1000,E.3.05.02.03.004,415.50,2015-06-22
130,1000,E.3.05.02.03.004,18.77,2015-10-20
130,1000,E.3.05.99.99.999,108.53,2015-02-02
130,1000,E.3.05.99.99.999,580.80,2015-02-04
130,1000,E.3.05.99.99.999,694.20,2015-02-18
130,1000,E.3.05.99.99.999,7749.25,2015-02-20
130,1000,E.3.05.99.99.999,115.38,2015-02-24
130,1000,E.3.05.99.99.999,114.18,2015-03-23
130,1000,E.3.05.99.99.999,8279.10,2015-03-25
130,1000,E.3.05.99.99.999,1823.52,2015-03-27
130,1000,E.3.05.99.99.999,33.83,2015-04-09
130,1000,E.3.05.99.99.999,488.78,2015-04-10
130,1000,E.3.05.99.99.999,3672.00,2015-04-16
130,1000,E.3.05.99.99.999,296.47,2015-04-20
130,1000,E.3.05.99.99.999,9981.65,2015-04-21
130,1000,E.3.05.99.99.999,113.43,2015-04-22
130,1000,E.3.05.99.99.999,227.27,2015-04-28
130,1000,E.3.05.99.99.999,250.00,2015-05-12
130,1000,E.3.05.99.99.999,331.70,2015-05-18
130,1000,E.3.05.99.99.999,118.95,2015-05-22
130,1000,E.3.05.99.99.999,6752.57,2015-05-25
130,1000,E.3.05.99.99.999,303.02,2015-05-26
130,1000,E.3.05.99.99.999,1761.10,2015-05-27
130,1000,E.3.05.99.99.999,19409.20,2015-06-16
130,1000,E.3.05.99.99.999,2718.60,2015-06-19
130,1000,E.3.05.99.99.999,120.96,2015-06-22
130,1000,E.3.05.99.99.999,4195.20,2015-06-23
130,1000,E.3.05.99.99.999,327.62,2015-06-30
130,1000,E.3.05.99.99.999,54.27,2015-07-09
130,1000,E.3.05.99.99.999,250.00,2015-07-15
130,1000,E.3.05.99.99.999,114.09,2015-07-20
130,1000,E.3.05.99.99.999,200.00,2015-07-23
